SBU_id,master_category_id,service_category_id,loc_id,media_id,sp_id,lft_platform,placed_orders,taken_orders,complains,avg_csat,csat_number,lft_reschedules_customer,lft_customer_gmv,create_hr_day,schedule_hr_day,gap_hr_create_schedule,sp_change,reschedule_counter,discount,if_promo_used,if_completed
1,1,14,8.0,2.0,19753,35,3,2,0,5.0,1,4,1900.00,8,15,54,0,2,0.00,0,0
3,235,519,4.0,2.0,2130,735,20,19,2,1.5,2,28,25710.00,21,21,95,0,4,0.00,0,1
8,101,159,47.0,8.0,17291,971,7,3,0,5.0,2,26,6320.00,15,20,1252,0,10,0.00,0,1
1,1,17,6.0,8.0,712,697,16,13,0,4.75,8,19,31645.00,12,19,6,0,1,0.00,0,1
2,226,26,44.0,12.0,3429,44,6,3,0,5.0,2,13,10800.00,11,9,357,1,3,0.00,0,0
8,627,628,7.0,2.0,86043,146,9,8,0,5.0,2,0,600.00,22,0,-22,0,0,0.00,0,1
7,184,72,12.0,9.0,20743,487,23,20,2,4.666666666666667,9,42,15954.00,18,17,166,0,3,141.00,1,1
1,1,12,6.0,2.0,17977,753,18,12,2,5.0,6,29,22000.00,12,20,271,0,6,0.00,0,0
3,3,313,68.0,8.0,1303,27,5,4,0,5.0,4,3,22900.00,9,20,250,1,1,700.00,1,1
4,183,200,20.0,8.0,1738,174,7,4,0,5.0,1,7,5400.00,16,14,261,0,2,0.00,0,0
3,236,292,1.0,11.0,233,922,113,96,3,4.615384615384615,52,95,298577.63,12,20,7,0,0,0.00,0,1
1,1,10,12.0,2.0,9,531,7,4,0,5.0,3,5,7180.00,15,12,20,0,1,0.00,0,1
6,185,247,1.0,8.0,74555,173,19,14,1,4.416666666666667,12,24,5475.00,21,11,13,0,0,0.00,0,0
7,184,72,12.0,11.0,2345,156,9,7,4,4.333333333333333,6,4,3098.00,17,17,167,0,0,0.00,0,1
6,185,227,4.0,9.0,86462,1106,347,329,6,4.9366515837104075,221,273,148006.00,9,12,2,0,0,0.00,0,0
5,186,64,2.0,12.0,73946,0,1,1,0,5.0,1,2,2000.00,16,20,27,0,2,0.00,0,1
5,186,481,1.0,12.0,3375,32,2,2,0,4.5,2,2,1360.00,15,20,316,0,2,90.00,1,1
3,3,152,11.0,8.0,462,975,221,210,7,4.976923076923077,130,78,25102.00,22,9,10,0,0,0.00,0,0
7,184,72,12.0,11.0,2345,1128,260,258,9,4.0,5,144,60802.00,13,17,555,0,7,0.00,0,1
6,185,247,51.0,12.0,12664,54,3,2,1,5.0,1,18,3340.00,16,9,232,1,9,0.00,0,0
6,185,247,20.0,12.0,4972,722,10,6,0,5.0,2,21,7899.00,13,16,26,0,1,20.00,0,1
1,225,21,4.0,2.0,99688,0,1,1,1,5.0,1,1,400.00,12,19,6,0,1,0.00,0,1
7,184,72,12.0,4.0,2345,1111,58,57,1,4.0,3,11,8684.00,14,17,170,0,0,0.00,0,1
5,186,563,6.0,8.0,3375,478,10,6,1,4.4,5,24,8850.00,17,19,25,0,2,0.00,0,1
3,505,260,68.0,8.0,1109,40,4,3,0,4.333333333333333,3,10,15039.00,15,21,5,0,7,0.00,0,1
1,1,10,50.0,8.0,67408,108,18,18,0,5.0,18,11,5250.00,13,17,3,0,0,0.00,0,1
1,1,14,39.0,2.0,48816,37,6,5,1,4.75,4,3,7989.00,12,11,70,0,0,0.00,0,1
1,1,18,4.0,12.0,595,670,20,15,1,4.857142857142857,7,32,6239.00,11,12,240,0,2,0.00,0,0
6,185,247,44.0,12.0,41603,337,6,5,1,5.0,2,20,5384.00,11,20,32,0,2,20.00,0,1
6,185,247,11.0,8.0,74184,309,7,4,0,4.333333333333333,3,33,1480.00,19,16,20,0,1,50.00,1,1
5,186,207,11.0,8.0,65591,367,155,67,22,3.7083333333333335,48,344,103387.00,19,17,309,0,2,10.00,0,1
8,455,456,44.0,8.0,17291,44,3,2,0,5.0,2,18,26750.00,15,16,1032,0,14,0.00,0,0
2,226,332,11.0,12.0,18220,143,13,6,1,4.5,2,40,15095.00,17,17,47,0,2,0.00,0,0
1,1,12,1.0,2.0,1108,399,2,2,0,5.0,1,3,1900.00,18,21,26,0,3,0.00,0,1
2,226,26,6.0,2.0,2552,164,13,10,2,5.0,4,33,267458.00,16,17,552,0,2,0.00,0,1
6,185,247,5.0,8.0,44167,841,11,9,0,3.5,2,13,2720.00,4,10,29,1,0,51.00,1,1
4,183,339,2.0,8.0,1809,93,3,1,0,5.0,1,2,850.00,15,9,17,1,1,0.00,0,0
1,1,10,1.0,8.0,2153,198,5,5,0,4.75,4,12,8698.00,9,20,10,0,1,0.00,0,1
1,1,14,12.0,12.0,649,525,7,5,0,4.5,2,7,4719.00,12,17,4,1,1,20.00,1,1
6,185,247,6.0,12.0,2330,479,10,4,0,3.5,4,11,1450.00,16,13,68,1,1,0.00,0,0
1,1,587,11.0,12.0,2541,16,2,1,0,5.0,1,2,299.00,18,10,375,0,0,50.00,1,1
4,183,199,49.0,8.0,73351,0,3,1,0,2.0,1,2,440.00,11,12,24,0,0,0.00,0,0
1,1,67,39.0,8.0,9,2,2,1,0,5.0,1,2,3500.00,11,22,130,0,2,0.00,0,1
3,224,245,44.0,8.0,11193,135,5,1,1,4.0,1,2,750.00,20,10,13,1,1,0.00,0,0
1,1,12,8.0,8.0,9,202,13,7,0,5.0,6,15,14618.00,21,19,45,0,2,0.00,0,1
8,455,457,64.0,11.0,73893,1,2,2,0,5.0,1,1,1349.00,20,17,164,0,1,0.00,0,1
8,101,159,1.0,2.0,1316,998,16,6,0,4.8,5,62,15750.00,11,5,257,0,5,0.00,0,0
2,226,279,2.0,12.0,74777,1066,13,10,1,5.0,1,20,1868.00,13,12,22,1,0,0.00,1,0
4,183,200,2.0,9.0,1451,467,25,18,0,4.666666666666667,9,20,46599.00,9,18,8,1,0,0.00,0,0
5,186,664,49.0,12.0,73742,268,6,2,0,3.5,2,4,1700.00,14,10,139,1,0,0.00,0,0
1,1,284,6.0,9.0,3836,202,10,4,0,5.0,2,23,7950.00,16,17,72,1,2,0.00,0,0
2,226,25,2.0,8.0,3429,189,8,5,0,3.75,4,11,9275.00,17,15,93,1,0,0.00,1,0
4,183,167,5.0,8.0,13474,481,25,18,1,4.6875,16,13,10850.00,21,13,15,0,1,0.00,0,1
2,226,295,6.0,12.0,3076,373,4,1,2,1.0,1,14,2500.00,12,20,487,1,3,0.00,0,0
1,1,194,1.0,12.0,1524,0,1,1,0,5.0,1,1,200.00,15,15,47,0,1,50.00,1,1
5,186,64,20.0,8.0,751,0,4,1,0,5.0,1,4,200.00,0,20,67,0,0,0.00,0,0
1,1,12,49.0,12.0,4356,1030,13,6,0,5.0,1,30,8410.00,17,16,286,0,7,7.50,1,1
1,1,14,6.0,8.0,2526,181,9,7,0,4.75,4,14,4810.00,15,11,91,0,0,0.00,0,1
1,1,11,68.0,8.0,28,272,3,2,0,4.0,1,6,1499.00,12,19,102,0,4,0.00,0,0
7,184,72,6.0,9.0,1419,440,41,37,6,3.4814814814814814,27,92,34377.00,18,4,105,0,1,0.00,0,1
3,235,144,11.0,9.0,233,889,44,11,5,2.3333333333333335,9,65,15003.00,21,9,11,0,0,0.00,0,0
1,1,14,6.0,8.0,1376,2,4,4,0,5.0,1,9,32200.00,10,20,153,0,1,0.00,0,1
3,3,152,1.0,5.0,73487,509,25,14,1,4.875,8,58,9885.00,20,9,108,1,0,0.00,0,0
1,1,12,50.0,8.0,56446,626,21,14,1,4.7,10,37,12266.00,19,18,46,0,1,0.00,0,0
1,1,587,6.0,2.0,17572,0,2,1,0,5.0,1,3,2499.00,22,20,261,1,3,0.00,0,1
1,1,18,20.0,8.0,1073,159,8,6,0,5.0,6,5,3196.00,13,19,5,0,1,0.00,0,1
7,184,72,45.0,11.0,39708,230,39,35,0,4.909090909090909,11,20,9700.00,15,11,19,0,0,0.00,0,1
7,184,72,12.0,4.0,2345,982,25,25,0,4.666666666666667,3,29,7012.00,13,17,219,0,1,0.00,0,1
3,3,152,12.0,2.0,4363,841,10,8,0,5.0,3,8,12390.00,9,21,11,0,3,0.00,0,1
1,225,22,11.0,11.0,649,738,21,10,0,5.0,2,48,9599.00,21,20,70,0,4,0.00,0,0
5,186,207,4.0,8.0,3015,84,4,3,0,5.0,1,10,1050.00,12,10,141,0,0,0.00,0,1
1,1,14,51.0,8.0,1417,188,13,4,1,3.6666666666666665,3,8,3398.00,12,18,5,0,1,0.00,0,1
1,1,14,29.0,2.0,43621,268,6,2,1,5.0,1,9,6468.00,12,9,68,0,4,0.00,0,1
1,1,14,11.0,8.0,627,42,8,5,0,4.6,5,3,10595.00,17,10,16,1,0,0.00,0,0
2,226,295,6.0,12.0,3076,451,4,2,0,5.0,2,3,2249.00,11,18,6,0,0,0.00,0,0
1,225,22,17.0,2.0,13413,1119,80,53,4,4.833333333333333,6,89,36130.25,18,15,44,0,1,0.00,0,0
2,226,25,1.0,8.0,,273,19,12,0,5.0,8,21,83699.00,16,18,1,0,0,0.00,0,0
1,225,21,6.0,12.0,1047,700,31,20,10,4.5,18,40,19556.00,10,13,2,0,0,16.00,1,1
1,225,22,44.0,8.0,803,104,11,11,0,5.0,11,7,3500.00,12,14,1,0,0,0.00,0,1
1,1,10,29.0,8.0,1714,0,2,1,0,5.0,1,2,5575.00,9,20,10,1,0,0.00,1,0
4,183,167,11.0,5.0,77358,671,18,14,1,4.8,5,16,12800.00,1,13,11,0,0,0.00,0,0
3,3,177,20.0,8.0,462,97,4,2,0,3.0,2,1,24000.00,12,9,20,0,0,0.00,0,0
4,183,647,4.0,2.0,67189,166,5,5,1,5.0,1,6,3933.00,14,15,0,0,1,500.00,1,1
4,183,339,6.0,8.0,10132,195,45,39,1,5.0,20,18,64500.00,12,15,2,0,0,0.00,0,1
1,1,618,11.0,12.0,13087,828,9,1,0,5.0,1,6,2000.00,19,17,69,1,2,0.00,0,0
1,73,75,20.0,8.0,49086,32,11,8,0,5.0,8,10,6985.00,0,12,11,0,0,75.00,1,1
5,186,207,4.0,2.0,99724,1100,104,62,4,4.75,16,203,34943.50,13,16,2,1,0,0.00,1,0
1,1,618,1.0,2.0,595,629,14,11,4,3.75,8,27,8605.00,14,16,361,0,10,0.00,0,0
4,183,167,12.0,2.0,25864,178,19,11,0,5.0,9,24,12240.00,16,12,91,0,0,0.00,0,0
1,225,21,1.0,11.0,99688,112,8,6,0,5.0,1,11,1270.00,12,14,25,0,2,0.00,0,0
1,225,21,5.0,12.0,71414,146,7,5,1,4.5,2,9,37200.00,14,9,90,0,2,0.00,1,0
1,1,14,5.0,2.0,595,301,2,2,0,3.0,1,4,800.00,23,19,19,0,2,0.00,0,1
5,186,65,11.0,9.0,3015,406,5,4,0,5.0,2,7,5230.00,13,9,331,0,4,0.00,0,0
4,183,328,29.0,9.0,1738,0,3,2,0,5.0,1,1,4850.00,11,19,7,0,1,50.00,0,1
2,226,25,4.0,2.0,2552,985,26,20,1,5.0,5,47,9209.00,12,19,102,0,2,0.00,0,0
3,3,152,45.0,2.0,67022,5,3,1,1,5.0,1,6,16000.00,16,14,189,1,2,0.00,0,0
1,225,21,18.0,8.0,1800,50,6,5,2,4.0,3,4,2600.00,12,15,2,0,0,50.00,1,1
7,184,584,45.0,11.0,39708,132,6,3,0,5.0,1,9,920.00,18,17,46,0,1,0.00,0,1
3,3,177,6.0,12.0,79096,268,15,4,1,4.75,4,29,5864.00,12,16,3,0,1,0.00,1,0
5,186,207,44.0,8.0,448,32,5,1,0,4.0,1,5,400.00,0,14,13,1,2,0.00,1,0
2,226,27,68.0,8.0,76077,262,3,1,1,5.0,1,4,0.00,19,9,13,0,2,0.00,0,0
1,73,75,11.0,8.0,46349,511,8,6,0,5.0,4,20,6389.00,11,15,603,1,7,0.00,0,1
7,184,72,12.0,8.0,20743,265,5,4,0,5.0,3,4,5150.00,20,17,116,1,2,200.00,1,1
3,221,222,20.0,9.0,233,267,15,6,4,2.0,2,25,5790.00,10,18,127,0,1,0.00,0,0
1,1,67,1.0,2.0,2526,629,14,11,4,3.75,8,27,8605.00,13,18,4,0,0,0.00,0,1
5,186,64,1.0,2.0,56940,503,17,11,1,4.4,5,22,5287.00,15,12,20,0,1,0.00,0,1
1,1,12,47.0,8.0,17572,145,130,128,0,5.0,128,0,13423.00,0,9,8,0,0,0.00,0,1
1,1,12,47.0,8.0,28,75,13,11,1,3.6666666666666665,6,22,17535.10,22,20,165,0,4,0.00,0,1
5,186,207,44.0,8.0,1613,820,30,16,1,4.125,8,64,10130.00,12,11,22,1,2,0.00,0,0
6,185,626,11.0,12.0,28896,187,14,7,2,4.333333333333333,3,23,5619.00,18,19,0,0,0,0.00,0,0
1,1,14,5.0,12.0,4970,425,5,3,0,5.0,1,17,6500.00,17,10,64,0,1,0.00,0,0
3,221,223,6.0,8.0,233,405,5,1,0,3.0,1,3,1500.00,21,18,140,0,1,0.00,0,0
5,186,563,11.0,8.0,3015,327,6,4,1,4.25,4,12,3350.00,20,9,60,0,0,100.00,1,1
1,1,10,1.0,2.0,1376,565,5,4,0,4.0,1,5,4570.00,11,9,93,1,1,0.00,0,0
6,185,247,44.0,8.0,1809,72,12,7,1,3.3333333333333335,6,21,2339.00,16,19,2,0,0,0.00,0,0
4,183,339,12.0,2.0,1451,401,15,12,1,4.636363636363637,11,7,12450.00,16,18,1,0,1,0.00,0,1
1,73,74,1.0,8.0,14236,216,21,7,3,5.0,6,11,1688.00,14,10,19,0,1,0.00,0,0
4,183,167,4.0,8.0,2661,147,18,14,0,5.0,6,14,25165.00,0,16,255,0,0,0.00,0,1
5,186,64,11.0,8.0,3375,336,34,34,0,5.0,27,12,27980.00,11,19,7,0,0,0.00,0,1
1,1,284,51.0,12.0,1276,43,4,2,1,5.0,2,3,397.00,18,21,26,0,2,0.00,1,0
6,185,247,6.0,12.0,2330,323,13,12,0,4.75,4,25,4032.00,19,18,94,0,1,0.00,0,1
6,185,247,6.0,8.0,2330,340,18,16,1,4.833333333333333,6,28,5530.00,14,19,28,0,1,0.00,0,1
1,1,10,39.0,8.0,14,164,9,9,0,5.0,9,1,3268.00,9,14,28,0,1,0.00,0,1
3,235,518,1.0,2.0,3642,0,2,1,0,5.0,1,1,900.00,14,10,19,0,0,0.00,0,0
3,221,223,51.0,8.0,613,340,20,9,5,1.7777777777777777,9,50,3271.00,10,13,2,0,0,0.00,0,0
8,455,461,1.0,8.0,17300,597,43,23,3,4.6,10,103,14048.00,18,16,381,1,4,0.00,0,0
7,184,72,4.0,8.0,75441,66,7,5,0,4.4,5,3,700.00,14,17,2,0,0,0.00,1,0
4,183,339,8.0,8.0,1451,285,13,4,0,5.0,3,17,3490.00,18,18,119,1,3,0.00,0,0
4,183,339,11.0,2.0,1738,287,208,208,0,5.0,129,119,620430.00,19,13,1313,0,0,0.00,0,1
7,184,72,2.0,12.0,17771,715,22,16,1,4.818181818181818,11,33,8020.00,17,9,207,0,6,0.00,0,1
1,1,13,50.0,9.0,16,0,2,1,0,5.0,1,4,2500.00,16,18,1,0,0,0.00,0,0
7,184,72,12.0,4.0,2345,675,33,29,1,3.5,12,16,8431.00,13,17,171,0,0,0.00,0,1
6,185,247,50.0,12.0,12664,75,5,2,1,5.0,2,12,2600.00,10,13,74,1,6,0.00,1,0
5,186,66,11.0,8.0,751,166,25,14,2,3.5714285714285716,7,47,33799.00,16,16,23,0,1,0.00,0,1
7,184,584,47.0,12.0,65288,297,4,2,1,4.0,1,14,750.00,16,11,42,0,11,0.00,1,0
5,186,207,6.0,8.0,3015,92,3,2,0,5.0,1,3,1300.00,13,16,2,0,0,36.00,1,1
1,1,618,1.0,8.0,28,631,12,7,0,4.571428571428571,7,15,7299.00,10,9,166,0,2,0.00,0,0
5,186,65,20.0,12.0,73742,236,4,2,0,5.0,1,5,200.00,13,10,68,0,0,0.00,1,0
6,185,247,6.0,8.0,79213,43,2,2,0,5.0,1,4,1040.00,12,12,23,0,3,0.00,0,1
5,186,207,43.0,2.0,3015,60,10,7,0,5.0,2,15,5400.00,10,15,76,0,3,0.00,0,1
1,1,14,51.0,8.0,76352,10,4,4,0,5.0,4,0,698.00,1,11,9,0,0,75.00,1,1
1,1,587,2.0,2.0,43621,478,7,4,0,5.0,3,17,3598.00,21,14,16,0,3,0.00,0,1
6,185,247,1.0,12.0,74555,338,7,7,0,5.0,1,19,2120.00,19,11,39,0,0,16.00,1,1
3,3,152,11.0,8.0,63932,272,17,2,0,5.0,1,1,2000.00,11,12,0,0,0,0.00,0,0
1,1,14,2.0,9.0,27648,158,10,5,0,5.0,3,16,10396.00,16,14,21,1,2,0.00,0,0
6,185,247,6.0,9.0,2336,146,28,22,5,3.625,16,66,10700.00,14,11,44,0,1,0.00,0,0
5,186,207,5.0,8.0,74858,145,11,9,0,4.333333333333333,6,5,7490.00,15,10,42,1,1,0.00,0,0
7,184,72,1.0,12.0,1809,159,5,1,0,5.0,1,8,199.00,17,16,94,1,1,0.00,1,0
1,1,67,20.0,8.0,2526,153,13,12,0,5.0,11,8,5010.00,19,20,24,0,1,0.00,0,0
4,183,339,1.0,2.0,14256,96,23,18,0,4.6923076923076925,13,49,109292.00,18,15,68,0,2,0.00,0,1
3,3,275,1.0,8.0,1809,420,22,14,2,5.0,8,41,19716.00,0,19,90,0,2,0.00,0,1
5,186,64,5.0,12.0,751,32,5,5,0,5.0,1,3,7384.00,11,10,22,0,0,0.00,0,1
1,1,13,1.0,2.0,3,6,3,2,0,3.5,2,14,1250.00,22,15,256,1,4,0.00,0,0
1,1,284,12.0,8.0,277,262,2,2,0,5.0,2,5,9650.00,15,17,25,0,2,1150.00,0,1
6,185,247,11.0,12.0,2336,73,12,6,0,3.6666666666666665,3,26,1920.00,18,19,480,0,2,0.00,0,0
1,225,22,6.0,8.0,17674,301,7,5,0,4.75,4,14,3399.00,14,11,20,0,0,0.00,0,0
7,184,72,1.0,12.0,1514,302,8,6,2,5.0,3,8,2003.00,18,2,103,0,2,200.00,1,1
7,184,72,5.0,8.0,1909,485,28,12,3,4.9,10,31,3982.00,19,10,110,0,4,0.00,0,0
4,183,571,12.0,9.0,1451,225,3,2,0,5.0,2,1,3790.00,17,13,67,0,1,0.00,0,1
6,185,488,2.0,12.0,43756,433,18,16,0,4.5,4,40,6402.00,11,10,310,0,1,0.00,1,0
4,183,167,11.0,8.0,73618,446,10,4,1,5.0,1,14,4100.00,10,13,2,0,0,0.00,0,1
1,1,14,12.0,11.0,277,401,87,87,0,5.0,78,20,560280.00,3,13,9,0,1,50.00,0,1
7,184,644,1.0,2.0,99658,203,6,3,0,5.0,2,3,1019.00,17,10,40,0,0,0.00,1,0
4,183,167,1.0,9.0,2661,13,3,1,0,5.0,1,1,700.00,13,11,21,0,0,0.00,0,0
1,225,21,49.0,9.0,71414,482,25,15,3,4.0,8,54,60808.00,11,15,3,1,1,0.00,0,0
2,226,26,44.0,12.0,15979,278,28,10,2,3.6666666666666665,6,36,6509.00,12,16,123,1,1,0.00,0,0
1,1,587,12.0,12.0,28,303,7,4,0,4.25,4,5,2850.00,18,11,112,0,2,50.00,1,1
1,1,19,4.0,11.0,649,175,11,9,1,4.666666666666667,6,8,7166.00,12,14,1,0,0,0.00,0,1
1,73,74,1.0,8.0,18013,454,14,9,0,4.444444444444445,9,13,4290.00,15,17,1,0,0,0.00,0,0
3,3,152,12.0,2.0,3439,96,4,2,0,5.0,1,5,150.00,17,13,163,0,0,0.00,0,0
6,185,247,2.0,2.0,2330,148,37,35,1,5.0,8,58,11220.00,12,20,223,0,2,0.00,0,1
7,184,72,11.0,2.0,65288,758,2,1,0,5.0,1,7,2650.00,11,17,269,0,7,0.00,0,0
1,1,10,39.0,8.0,9,0,1,1,0,5.0,1,1,1200.00,9,12,2,0,1,0.00,0,1
5,186,64,12.0,12.0,3015,129,6,3,0,5.0,1,13,3040.00,18,17,190,0,7,0.00,1,0
1,1,14,1.0,2.0,9,909,12,7,0,5.0,4,19,10000.00,10,13,2,1,0,0.00,0,0
6,185,247,51.0,8.0,1809,743,8,3,0,4.0,2,8,3900.00,22,9,10,0,0,0.00,0,0
7,184,72,47.0,8.0,1419,220,15,8,2,3.4,5,25,4838.00,23,15,63,1,1,0.00,0,0
1,1,587,1.0,2.0,44519,870,11,7,2,4.0,2,9,8877.00,15,15,95,0,3,0.00,0,1
7,184,72,12.0,8.0,20743,118,7,3,1,3.6666666666666665,3,19,730.00,11,20,8,0,1,0.00,0,0
6,185,227,11.0,8.0,73989,260,7,5,0,5.0,4,1,400.00,19,13,17,0,0,0.00,1,0
6,185,247,44.0,5.0,12664,224,12,5,1,5.0,5,38,2924.00,8,13,28,0,0,0.00,0,0
5,186,69,33.0,12.0,3455,519,3,3,0,5.0,3,5,3910.00,17,21,75,0,3,75.00,1,1
7,184,72,12.0,11.0,2345,228,6,6,0,4.5,2,3,1463.00,16,17,168,0,0,0.00,0,1
6,185,488,4.0,2.0,99658,452,7,4,0,1.0,1,11,949.00,12,14,1,0,1,50.00,1,1
3,235,518,12.0,8.0,233,222,6,4,0,4.5,2,5,6600.00,11,22,10,0,1,0.00,0,1
1,1,10,1.0,8.0,3,68,3,2,0,5.0,2,5,4410.00,1,10,80,0,2,0.00,0,0
7,184,72,1.0,8.0,75441,189,4,3,0,5.0,2,4,959.00,16,12,19,0,1,0.00,0,0
1,1,13,51.0,12.0,2074,131,7,3,0,5.0,3,10,6798.00,14,11,116,1,0,0.00,1,0
4,183,167,44.0,9.0,73618,814,67,57,2,4.884615384615385,52,62,54700.00,23,17,17,0,0,60.00,1,1
6,185,247,47.0,12.0,2330,430,24,22,0,5.0,9,39,24161.00,16,19,26,0,1,0.00,0,1
5,186,64,12.0,2.0,751,0,1,1,0,5.0,1,0,7000.00,10,13,2,0,0,0.00,0,1
1,225,22,1.0,9.0,71414,0,1,1,0,4.0,1,0,300.00,13,15,1,0,0,0.00,0,1
5,186,103,1.0,2.0,1814,594,11,6,1,4.0,2,36,5152.00,14,10,91,1,0,0.00,0,0
8,101,159,11.0,8.0,80592,1118,331,311,10,4.822393822393822,259,143,117897.25,9,19,633,0,5,187.50,1,1
1,1,284,2.0,12.0,1276,859,31,15,1,4.0,2,48,14946.00,17,21,51,0,4,0.00,0,0
5,186,563,1.0,2.0,1968,0,2,1,0,4.0,1,0,1200.00,9,12,2,1,0,0.00,0,0
8,455,459,8.0,9.0,17256,460,6,4,0,5.0,1,3,6998.00,11,12,96,0,0,0.00,0,0
6,185,247,44.0,11.0,79213,258,38,25,1,4.826086956521739,23,40,16299.00,16,20,3,0,0,20.00,0,1
1,1,14,11.0,12.0,28,64,9,5,1,2.0,2,20,2133.00,16,15,262,0,1,0.00,1,0
8,333,528,6.0,2.0,17906,31,8,3,1,4.0,2,6,2960.00,16,16,47,0,1,0.00,0,0
1,1,19,6.0,9.0,7215,202,10,4,0,5.0,2,23,7950.00,15,17,1,0,0,0.00,0,0
1,1,15,20.0,8.0,49086,32,11,8,0,5.0,8,10,6985.00,3,18,38,0,1,0.00,0,0
1,1,14,1.0,12.0,1887,307,9,8,0,5.0,3,32,9985.00,13,14,72,0,2,0.00,0,1
7,184,72,5.0,8.0,1909,555,29,21,1,3.909090909090909,11,40,3997.00,8,20,59,0,3,15.00,1,1
4,183,167,1.0,2.0,21812,381,34,25,0,4.777777777777778,18,53,52067.00,10,10,23,0,0,0.00,0,0
6,185,247,1.0,8.0,74555,263,8,6,0,5.0,5,26,6898.00,21,19,69,0,4,0.00,0,1
5,186,64,6.0,8.0,76347,384,32,18,1,4.0,16,26,20835.00,10,10,23,0,0,0.00,0,1
4,183,167,2.0,8.0,2661,724,12,9,1,4.333333333333333,9,11,8650.00,12,14,1,0,0,0.00,0,0
1,1,14,11.0,9.0,9,357,5,4,0,4.5,2,3,8399.00,12,14,1,0,0,0.00,0,1
1,73,92,6.0,5.0,17468,447,23,4,3,2.6666666666666665,3,18,865.00,12,14,73,1,2,0.00,0,0
3,3,152,11.0,12.0,3439,40,3,1,2,1.0,1,3,160.00,14,10,859,1,1,0.00,1,0
5,186,207,20.0,9.0,3015,501,40,30,1,3.875,16,53,24595.00,10,17,30,0,1,0.00,0,1
2,226,23,6.0,12.0,18220,566,27,12,3,4.555555555555555,9,39,30960.00,15,13,981,0,9,0.00,1,0
4,183,200,6.0,12.0,10132,1,2,2,0,5.0,1,1,1200.00,13,10,20,0,1,0.00,0,1
4,183,167,11.0,12.0,2661,496,15,13,2,5.0,1,24,9865.00,11,16,28,0,1,20.00,1,1
5,186,207,6.0,9.0,3562,707,15,6,0,4.75,4,15,9100.00,21,9,11,1,0,0.00,0,0
7,184,72,12.0,4.0,2345,712,73,69,1,5.0,8,25,27403.00,16,17,168,0,0,0.00,0,1
1,73,92,11.0,2.0,2526,734,21,15,2,4.25,12,34,10878.00,0,13,12,0,1,10.00,1,1
5,186,564,11.0,9.0,3015,400,4,3,0,3.6666666666666665,3,2,3050.00,13,14,0,0,0,0.00,0,1
8,348,350,12.0,11.0,3048,1150,55,54,1,4.428571428571429,14,27,10830.00,18,14,19,0,4,0.00,0,1
1,1,238,17.0,12.0,649,58,7,2,0,5.0,1,12,700.00,15,11,43,0,2,0.00,0,0
3,3,152,20.0,9.0,462,696,51,38,1,4.184210526315789,38,64,49548.00,18,14,163,1,0,0.00,1,0
7,184,584,6.0,12.0,5870,188,35,21,1,4.777777777777778,9,46,10786.32,11,10,142,1,0,0.00,1,0
3,3,154,11.0,8.0,77052,1149,99,59,3,4.1568627450980395,51,57,47483.19,15,18,2,0,0,0.00,0,0
6,185,488,4.0,2.0,99658,101,2,2,0,5.0,1,2,1400.00,13,19,29,0,1,50.00,1,1
3,3,152,6.0,2.0,1418,579,6,3,0,4.0,3,0,2200.00,15,12,260,0,0,0.00,0,0
1,1,12,1.0,8.0,13087,0,1,1,0,5.0,1,0,100.00,22,10,11,0,0,100.00,1,1
2,226,279,50.0,2.0,2552,140,7,3,0,5.0,1,16,13250.00,14,17,26,0,2,0.00,0,0
1,1,13,5.0,2.0,4356,257,5,5,0,4.5,4,6,2249.00,17,17,23,0,0,0.00,0,1
3,221,223,6.0,12.0,233,254,15,9,1,3.6666666666666665,6,18,5883.00,16,18,121,0,1,0.00,0,0
6,185,247,6.0,8.0,2330,11,2,2,0,5.0,1,3,800.00,11,20,32,0,2,0.00,0,1
5,186,69,43.0,2.0,68538,145,3,3,0,5.0,1,3,1929.00,22,13,14,0,1,50.00,1,1
7,184,72,12.0,11.0,2345,1118,46,41,0,4.222222222222222,9,23,39569.00,14,17,170,0,0,18.50,0,1
8,636,565,1.0,9.0,430,88,10,5,0,3.4,5,13,26220.00,12,18,29,0,2,0.00,0,1
8,348,350,12.0,11.0,3048,966,18,15,1,2.0,1,6,8800.00,17,11,17,0,3,0.00,0,1
5,186,207,12.0,8.0,751,173,7,4,1,5.0,3,14,5500.00,11,12,72,0,1,0.00,0,1
1,1,14,17.0,8.0,67408,173,7,4,0,5.0,2,5,9800.00,17,12,90,0,1,0.00,0,1
2,226,24,1.0,12.0,3429,595,15,4,1,1.5,2,25,11293.00,15,11,43,1,0,0.00,1,0
2,226,26,12.0,8.0,2552,467,19,9,1,5.0,7,38,8567.00,18,10,39,0,2,0.00,0,0
6,185,247,2.0,8.0,2330,258,30,25,2,4.631578947368421,19,43,13210.00,0,19,66,0,3,0.00,0,1
1,225,22,1.0,11.0,649,80,12,5,0,4.0,3,21,12156.00,0,17,40,0,4,0.00,0,0
4,183,668,5.0,9.0,1451,746,33,22,0,4.9411764705882355,17,29,26899.00,1,16,38,0,1,0.00,0,1
3,3,152,1.0,12.0,34262,19,5,2,1,4.0,2,8,2700.00,10,20,249,0,1,0.00,1,0
6,185,247,11.0,8.0,4972,23,6,5,0,5.0,4,5,1800.00,11,12,24,0,0,80.00,0,1
